Report Date:,11/7/2018 3:11:46 PM
Report User Name:,fieldtech
Report Computer Name:,NREL-F1KAMPF
Application:,WinSitu.exe
Application Version:,5.6.24.4


Log File Properties
File Name,Baro_Append_2018-10-31_14-17-35-401.wsl
Create Date,10/31/2018 2:17:35 PM

Device Properties
Device,Rugged BaroTROLL
Site,Dry_Creek
Device Name,Lazy_D_Baro
Serial Number,351563
Firmware Version,1.01
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,24

Log Configuration
,Log Name,Baro
,Created By,fieldtech
,Computer Name,NREL-F1KAMPF
,Application,WinSitu.exe
,Application Version,5.6.24.4
,Create Date,9/17/2016 9:38:56 PM Mountain Standard Time (Ignore DST)
,Log Setup Time Zone,Unknown
,Notes Size(bytes),4096
,Overwrite when full,Enabled
,Scheduled Start Time,9/18/2016 5:00:00 PM Mountain Standard Time (Ignore DST)
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 30 secs: 00





Other Log Settings



Log Notes:
Date and Time,Note
9/17/2016 8:35:34 PM  ,Used Battery: 24% Used Memory: 6%   User Name: fieldtech
11/10/2016 3:30:54 PM ,Log Download - Used Battery: 25% Used Memory: 6%   User Name: fieldtech
4/6/2017 6:22:12 PM   ,Log Download - Used Battery: 28% Used Memory: 12%   User Name: fieldtech Interval -  Start Time: 11/10/2016 3:30:00 PM
5/4/2017 1:56:02 PM   ,Log Download - Used Battery: 29% Used Memory: 12%   User Name: fieldtech Interval -  Start Time: 4/6/2017 6:00:00 PM
6/7/2017 3:45:35 PM   ,Log Download - Used Battery: 30% Used Memory: 15%   User Name: fieldtech Interval -  Start Time: 5/4/2017 1:30:00 PM
7/7/2017 1:42:56 PM   ,Log Download - Used Battery: 30% Used Memory: 15%   User Name: fieldtech Interval -  Start Time: 6/7/2017 3:30:00 PM
9/8/2017 1:19:27 PM   ,Log Download - Used Battery: 32% Used Memory: 18%   User Name: fieldtech Interval -  Start Time: 7/7/2017 1:30:00 PM
9/27/2017 1:57:29 PM  ,Log Download - Used Battery: 32% Used Memory: 18%   User Name: fieldtech Interval -  Start Time: 9/8/2017 1:00:00 PM
10/22/2017 4:31:55 PM ,Log Download - Used Battery: 33% Used Memory: 18%   User Name: fieldtech Interval -  Start Time: 9/27/2017 1:30:00 PM
12/5/2017 4:15:44 PM  ,Log Download - Used Battery: 34% Used Memory: 21%   User Name: fieldtech Interval -  Start Time: 10/22/2017 4:30:00 PM
1/14/2018 4:41:15 PM  ,Log Download - Used Battery: 34% Used Memory: 21%   User Name: fieldtech Interval -  Start Time: 12/5/2017 4:00:00 PM
3/9/2018 2:00:54 PM   ,Log Download - Used Battery: 36% Used Memory: 25%   User Name: fieldtech Interval -  Start Time: 1/14/2018 4:30:00 PM
4/9/2018 1:52:26 PM   ,Log Download - Used Battery: 36% Used Memory: 25%   User Name: fieldtech Interval -  Start Time: 3/9/2018 2:00:00 PM
4/9/2018 1:54:26 PM   ,Log Download - Used Battery: 36% Used Memory: 25%   User Name: fieldtech Interval -  Start Time: 3/9/2018 2:00:00 PM
5/22/2018 1:54:13 PM  ,Log Download - Used Battery: 37% Used Memory: 28%   User Name: fieldtech Interval -  Start Time: 4/9/2018 1:30:00 PM
6/22/2018 2:08:20 PM  ,Log Download - Used Battery: 38% Used Memory: 28%   User Name: fieldtech Interval -  Start Time: 5/22/2018 1:30:00 PM
8/21/2018 12:35:46 PM ,Log Download - Used Battery: 39% Used Memory: 31%   User Name: fieldtech Interval -  Start Time: 6/22/2018 2:00:00 PM
9/23/2018 1:05:04 PM  ,Log Download - Used Battery: 40% Used Memory: 31%   User Name: fieldtech Interval -  Start Time: 8/21/2018 12:30:00 PM
10/31/2018 3:21:47 PM ,Log Download - Used Battery: 41% Used Memory: 34%   User Name: fieldtech Interval -  Start Time: 9/23/2018 1:00:00 PM


Log Data:
Record Count,37101

Sensors,1

 ,1,351563,Baro-Pressure/Temp

Time Zone: Mountain Standard Time (Ignore DST)

,,Sensor: Baro Pres             ,Sensor: Baro Pres             ,
9/20/2016 5:30:00 AM  ,  131400.001,                       776.159,                         8.220,
9/20/2016 6:00:00 AM  ,  133200.001,                       776.105,                         8.010,
9/20/2016 6:30:00 AM  ,  135000.001,                       776.359,                         7.747,
9/20/2016 7:00:00 AM  ,  136800.001,                       776.451,                         7.747,
9/20/2016 7:30:00 AM  ,  138600.001,                       776.658,                         8.010,
9/20/2016 8:00:00 AM  ,  140400.001,                       776.774,                         8.797,
9/20/2016 8:30:00 AM  ,  142200.001,                       776.653,                         9.892,
9/20/2016 9:00:00 AM  ,  144000.001,                       776.416,                        10.879,
9/20/2016 9:30:00 AM  ,  145800.001,                       776.508,                        11.705,
9/20/2016 10:00:00 AM ,  147600.001,                       776.627,                        12.939,
9/20/2016 10:30:00 AM ,  149400.001,                       776.704,                        14.318,
9/20/2016 11:00:00 AM ,  151200.001,                       776.318,                        16.596,
9/20/2016 11:30:00 AM ,  153000.001,                       776.205,                        18.501,
9/20/2016 12:00:00 PM ,  154800.001,                       776.036,                        20.042,
9/20/2016 12:30:00 PM ,  156600.001,                       775.544,                        21.424,
9/20/2016 1:00:00 PM  ,  158400.001,                       775.145,                        22.357,
9/20/2016 1:30:00 PM  ,  160200.001,                       774.869,                        23.091,
9/20/2016 2:00:00 PM  ,  162000.001,                       774.842,                        24.310,
9/20/2016 2:30:00 PM  ,  163800.001,                       774.503,                        24.552,
9/20/2016 3:00:00 PM  ,  165600.001,                       773.963,                        25.037,
9/20/2016 3:30:00 PM  ,  167400.001,                       774.210,                        24.795,
9/20/2016 4:00:00 PM  ,  169200.001,                       773.851,                        23.823,
9/20/2016 4:30:00 PM  ,  171000.001,                       773.647,                        22.896,
9/20/2016 5:00:00 PM  ,  172800.001,                       773.259,                        21.965,
9/20/2016 5:30:00 PM  ,  174600.001,                       774.724,                        20.438,
9/20/2016 6:00:00 PM  ,  176400.001,                       773.534,                        18.850,
9/20/2016 6:30:00 PM  ,  178200.001,                       773.890,                        18.501,
9/20/2016 7:00:00 PM  ,  180000.001,                       773.645,                        17.701,
9/20/2016 7:30:00 PM  ,  181800.001,                       774.110,                        17.099,
9/20/2016 8:00:00 PM  ,  183600.001,                       773.975,                        16.344,
9/20/2016 8:30:00 PM  ,  185400.001,                       774.392,                        16.193,
9/20/2016 9:00:00 PM  ,  187200.001,                       774.525,                        17.400,
9/20/2016 9:30:00 PM  ,  189000.001,                       774.176,                        16.243,
9/20/2016 10:00:00 PM ,  190800.001,                       774.581,                        15.587,
9/20/2016 10:30:00 PM ,  192600.001,                       774.417,                        14.877,
9/20/2016 11:00:00 PM ,  194400.001,                       774.182,                        13.757,
9/20/2016 11:30:00 PM ,  196200.001,                       773.956,                        12.323,
9/21/2016 12:00:00 AM ,  198000.001,                       773.932,                        11.086,
9/21/2016 12:30:00 AM ,  199800.001,                       773.861,                        10.827,
9/21/2016 1:00:00 AM  ,  201600.001,                       773.834,                        11.396,
9/21/2016 1:30:00 AM  ,  203400.001,                       773.562,                        11.912,
9/21/2016 2:00:00 AM  ,  205200.001,                       773.587,                        14.573,
9/21/2016 2:30:00 AM  ,  207000.001,                       773.496,                        16.445,
9/21/2016 3:00:00 AM  ,  208800.001,                       773.557,                        16.495,
9/21/2016 3:30:00 AM  ,  210600.001,                       772.790,                        15.941,
9/21/2016 4:00:00 AM  ,  212400.001,                       772.692,                        14.674,
9/21/2016 4:30:00 AM  ,  214200.001,                       772.874,                        14.979,
9/21/2016 5:00:00 AM  ,  216000.001,                       773.146,                        15.739,
9/21/2016 5:30:00 AM  ,  217800.001,                       772.929,                        15.789,
9/21/2016 6:00:00 AM  ,  219600.001,                       773.206,                        15.941,
9/21/2016 6:30:00 AM  ,  221400.001,                       773.238,                        15.739,
9/21/2016 7:00:00 AM  ,  223200.001,                       772.901,                        15.536,
9/21/2016 7:30:00 AM  ,  225000.001,                       772.823,                        15.587,
9/21/2016 8:00:00 AM  ,  226800.001,                       773.256,                        15.486,
9/21/2016 8:30:00 AM  ,  228600.001,                       773.253,                        15.789,
9/21/2016 9:00:00 AM  ,  230400.001,                       773.267,                        15.991,
9/21/2016 9:30:00 AM  ,  232200.001,                       773.802,                        16.848,
9/21/2016 10:00:00 AM ,  234000.001,                       773.645,                        17.701,
9/21/2016 10:30:00 AM ,  235800.001,                       773.984,                        17.901,
9/21/2016 11:00:00 AM ,  237600.001,                       773.288,                        20.882,
9/21/2016 11:30:00 AM ,  239400.001,                       773.783,                        21.277,
9/21/2016 12:00:00 PM ,  241200.001,                       773.256,                        19.744,
9/21/2016 12:30:00 PM ,  243000.001,                       772.839,                        19.446,
9/21/2016 1:00:00 PM  ,  244800.001,                       773.290,                        21.916,
9/21/2016 1:30:00 PM  ,  246600.001,                       771.683,                        22.112,
9/21/2016 2:00:00 PM  ,  248400.001,                       772.191,                        20.783,
9/21/2016 2:30:00 PM  ,  250200.001,                       771.805,                        19.843,
9/21/2016 3:00:00 PM  ,  252000.001,                       771.759,                        19.992,
9/21/2016 3:30:00 PM  ,  253800.001,                       771.774,                        20.042,
9/21/2016 4:00:00 PM  ,  255600.001,                       772.067,                        20.388,
9/21/2016 4:30:00 PM  ,  257400.001,                       772.562,                        20.783,
9/21/2016 5:00:00 PM  ,  259200.001,                       771.651,                        20.240,
9/21/2016 5:30:00 PM  ,  261000.001,                       771.851,                        19.695,
9/21/2016 6:00:00 PM  ,  262800.001,                       771.790,                        19.496,
9/21/2016 6:30:00 PM  ,  264600.001,                       771.776,                        18.251,
9/21/2016 7:00:00 PM  ,  266400.001,                       771.581,                        16.848,
9/21/2016 7:30:00 PM  ,  268200.001,                       771.555,                        16.143,
9/21/2016 8:00:00 PM  ,  270000.001,                       771.836,                        15.688,
9/21/2016 8:30:00 PM  ,  271800.001,                       771.824,                        15.182,
9/21/2016 9:00:00 PM  ,  273600.001,                       772.215,                        14.623,
9/21/2016 9:30:00 PM  ,  275400.001,                       772.033,                        14.318,
9/21/2016 10:00:00 PM ,  277200.001,                       771.650,                        14.115,
9/21/2016 10:30:00 PM ,  279000.001,                       772.104,                        13.604,
9/21/2016 11:00:00 PM ,  280800.001,                       772.148,                        13.757,
9/21/2016 11:30:00 PM ,  282600.001,                       772.015,                        13.298,
9/22/2016 12:00:00 AM ,  284400.001,                       772.022,                        12.837,
9/22/2016 12:30:00 AM ,  286200.001,                       771.577,                        12.734,
9/22/2016 1:00:00 AM  ,  288000.001,                       771.519,                        12.529,
9/22/2016 1:30:00 AM  ,  289800.001,                       771.657,                        12.529,
9/22/2016 2:00:00 AM  ,  291600.001,                       771.380,                        12.529,
9/22/2016 2:30:00 AM  ,  293400.001,                       771.241,                        12.529,
9/22/2016 3:00:00 AM  ,  295200.001,                       771.122,                        11.447,
9/22/2016 3:30:00 AM  ,  297000.001,                       771.036,                        10.464,
9/22/2016 4:00:00 AM  ,  298800.001,                       770.870,                         9.684,
9/22/2016 4:30:00 AM  ,  300600.001,                       770.883,                         9.215,
9/22/2016 5:00:00 AM  ,  302400.001,                       770.712,                         8.744,
9/22/2016 5:30:00 AM  ,  304200.001,                       770.643,                         8.482,
9/22/2016 6:00:00 AM  ,  306000.001,                       770.744,                         8.692,
9/22/2016 6:30:00 AM  ,  307800.001,                       770.537,                         8.954,
9/22/2016 7:00:00 AM  ,  309600.001,                       770.592,                         9.163,
9/22/2016 7:30:00 AM  ,  311400.001,                       770.953,                         9.476,
9/22/2016 8:00:00 AM  ,  313200.001,                       770.539,                         9.996,
9/22/2016 8:30:00 AM  ,  315000.001,                       770.734,                        10.879,
9/22/2016 9:00:00 AM  ,  316800.001,                       770.337,                        12.272,
9/22/2016 9:30:00 AM  ,  318600.001,                       770.825,                        14.928,
9/22/2016 10:00:00 AM ,  320400.001,                       770.354,                        15.840,
9/22/2016 10:30:00 AM ,  322200.001,                       770.928,                        23.091,
9/22/2016 11:00:00 AM ,  324000.001,                       770.546,                        29.405,
9/22/2016 11:30:00 AM ,  325800.001,                       769.985,                        30.402,
9/22/2016 12:00:00 PM ,  327600.001,                       769.430,                        23.628,
9/22/2016 12:30:00 PM ,  329400.001,                       768.686,                        21.867,
9/22/2016 1:00:00 PM  ,  331200.001,                       769.134,                        20.931,
9/22/2016 1:30:00 PM  ,  333000.001,                       768.887,                        22.063,
9/22/2016 2:00:00 PM  ,  334800.001,                       769.350,                        21.178,
9/22/2016 2:30:00 PM  ,  336600.001,                       768.486,                        20.190,
9/22/2016 3:00:00 PM  ,  338400.001,                       768.009,                        18.949,
9/22/2016 3:30:00 PM  ,  340200.001,                       768.011,                        18.501,
9/22/2016 4:00:00 PM  ,  342000.001,                       767.553,                        17.300,
9/22/2016 4:30:00 PM  ,  343800.001,                       767.671,                        15.840,
9/22/2016 5:00:00 PM  ,  345600.001,                       767.459,                        15.435,
9/22/2016 5:30:00 PM  ,  347400.001,                       767.829,                        15.435,
9/22/2016 6:00:00 PM  ,  349200.001,                       767.329,                        14.674,
9/22/2016 6:30:00 PM  ,  351000.001,                       767.107,                        13.911,
9/22/2016 7:00:00 PM  ,  352800.001,                       767.316,                        13.349,
9/22/2016 7:30:00 PM  ,  354600.001,                       767.138,                        12.888,
9/22/2016 8:00:00 PM  ,  356400.001,                       766.863,                        12.734,
9/22/2016 8:30:00 PM  ,  358200.001,                       767.212,                        12.169,
9/22/2016 9:00:00 PM  ,  360000.001,                       767.103,                        11.447,
9/22/2016 9:30:00 PM  ,  361800.001,                       766.982,                        11.344,
9/22/2016 10:00:00 PM ,  363600.001,                       766.831,                        11.963,
9/22/2016 10:30:00 PM ,  365400.001,                       766.927,                        12.631,
9/22/2016 11:00:00 PM ,  367200.001,                       766.690,                        12.939,
9/22/2016 11:30:00 PM ,  369000.001,                       766.518,                        13.144,
9/23/2016 12:00:00 AM ,  370800.001,                       766.275,                        12.939,
9/23/2016 12:30:00 AM ,  372600.001,                       766.283,                        12.477,
9/23/2016 1:00:00 AM  ,  374400.001,                       765.700,                        11.551,
9/23/2016 1:30:00 AM  ,  376200.001,                       765.639,                        10.827,
9/23/2016 2:00:00 AM  ,  378000.001,                       765.785,                        11.189,
9/23/2016 2:30:00 AM  ,  379800.001,                       765.345,                        11.602,
9/23/2016 3:00:00 AM  ,  381600.001,                       765.359,                        11.654,
9/23/2016 3:30:00 AM  ,  383400.001,                       765.113,                        10.930,
9/23/2016 4:00:00 AM  ,  385200.001,                       765.137,                         9.996,
9/23/2016 4:30:00 AM  ,  387000.001,                       765.367,                         8.954,
9/23/2016 5:00:00 AM  ,  388800.001,                       764.962,                         8.115,
9/23/2016 5:30:00 AM  ,  390600.001,                       765.169,                         7.484,
9/23/2016 6:00:00 AM  ,  392400.001,                       765.081,                         6.957,
9/23/2016 6:30:00 AM  ,  394200.001,                       765.159,                         6.534,
9/23/2016 7:00:00 AM  ,  396000.001,                       765.409,                         6.056,
9/23/2016 7:30:00 AM  ,  397800.001,                       765.522,                         5.950,
9/23/2016 8:00:00 AM  ,  399600.001,                       765.027,                         6.375,
9/23/2016 8:30:00 AM  ,  401400.001,                       764.963,                         7.220,
9/23/2016 9:00:00 AM  ,  403200.001,                       764.822,                         8.640,
9/23/2016 9:30:00 AM  ,  405000.001,                       764.557,                        10.412,
9/23/2016 10:00:00 AM ,  406800.001,                       764.309,                        13.502,
9/23/2016 10:30:00 AM ,  408600.001,                       763.464,                        24.844,
9/23/2016 11:00:00 AM ,  410400.001,                       764.091,                        31.442,
9/23/2016 11:30:00 AM ,  412200.001,                       764.198,                        29.310,
9/23/2016 12:00:00 PM ,  414000.001,                       763.371,                        24.844,
9/23/2016 12:30:00 PM ,  415800.001,                       763.217,                        23.336,
9/23/2016 1:00:00 PM  ,  417600.001,                       763.371,                        23.969,
9/23/2016 1:30:00 PM  ,  419400.001,                       762.383,                        22.455,
9/23/2016 2:00:00 PM  ,  421200.001,                       764.124,                        18.201,
9/23/2016 2:30:00 PM  ,  423000.001,                       764.177,                        15.283,
9/23/2016 3:00:00 PM  ,  424800.001,                       764.341,                        13.451,
9/23/2016 3:30:00 PM  ,  426600.001,                       764.531,                        14.115,
9/23/2016 4:00:00 PM  ,  428400.001,                       764.900,                        13.144,
9/23/2016 4:30:00 PM  ,  430200.001,                       764.989,                        10.982,
9/23/2016 5:00:00 PM  ,  432000.001,                       764.838,                         8.168,
9/23/2016 5:30:00 PM  ,  433800.001,                       766.011,                         7.168,
9/23/2016 6:00:00 PM  ,  435600.001,                       765.541,                         7.852,
9/23/2016 6:30:00 PM  ,  437400.001,                       766.689,                         8.010,
9/23/2016 7:00:00 PM  ,  439200.001,                       766.394,                         7.220,
9/23/2016 7:30:00 PM  ,  441000.001,                       766.603,                         6.586,
9/23/2016 8:00:00 PM  ,  442800.001,                       766.313,                         6.534,
9/23/2016 8:30:00 PM  ,  444600.001,                       767.130,                         5.738,
9/23/2016 9:00:00 PM  ,  446400.001,                       766.959,                         5.419,
9/23/2016 9:30:00 PM  ,  448200.001,                       767.191,                         5.046,
9/23/2016 10:00:00 PM ,  450000.001,                       767.322,                         4.244,
9/23/2016 10:30:00 PM ,  451800.001,                       767.368,                         3.061,
9/23/2016 11:00:00 PM ,  453600.001,                       767.811,                         1.546,
9/23/2016 11:30:00 PM ,  455400.001,                       767.187,                         1.220,
9/24/2016 12:00:00 AM ,  457200.001,                       766.854,                         1.383,
9/24/2016 12:30:00 AM ,  459000.001,                       766.778,                         2.900,
9/24/2016 1:00:00 AM  ,  460800.001,                       766.542,                         3.868,
9/24/2016 1:30:00 AM  ,  462600.001,                       766.630,                         4.244,
9/24/2016 2:00:00 AM  ,  464400.001,                       766.861,                         4.244,
9/24/2016 2:30:00 AM  ,  466200.001,                       766.253,                         4.404,
9/24/2016 3:00:00 AM  ,  468000.001,                       766.102,                         4.351,
9/24/2016 3:30:00 AM  ,  469800.001,                       766.422,                         4.725,
9/24/2016 4:00:00 AM  ,  471600.001,                       767.252,                         4.725,
9/24/2016 4:30:00 AM  ,  473400.001,                       766.676,                         4.244,
9/24/2016 5:00:00 AM  ,  475200.001,                       767.129,                         3.223,
9/24/2016 5:30:00 AM  ,  477000.001,                       766.753,                         4.565,
